,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Pick
69,Chris Paul,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34.0,2.4,0.4,13.8,23.3,5.9,3.0,8.9,0.193,3.0,1.4,4.4,3.5,PG,34,OKC,70,70.0,31.5,6.2,12.7,0.489,1.6,4.3,0.365,4.6,8.3,0.554,0.552,3.6,4.0,0.907,5.0,6.7,1.6,0.2,2.3,2.3,17.6,38506482,4
70,Chris Silva,17.3,0.651,0.038,0.705,20.2,20.6,20.4,9.9,1.3,6.0,23.8,17.1,0.7,0.5,1.3,0.178,-3.1,0.8,-2.3,0.001,PF,23,MIA,44,0.001,7.9,1.1,1.8,0.615,0.001,0.1,0.001,1.1,1.7,0.64,0.615,0.8,1.3,0.673,2.9,0.5,0.2,0.5,0.7,1.9,3.0,466918,61
71,Christian Wood,23.2,0.659,0.276,0.476,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,3.6,1.5,5.1,0.183,3.5,-0.3,3.1,1.7,PF,24,DET,62,12.0,21.4,4.6,8.2,0.567,0.9,2.3,0.386,3.8,5.9,0.636,0.62,2.9,3.9,0.744,6.3,1.0,0.5,0.9,1.4,1.6,13.1,1645357,61
72,Clint Capela,20.6,0.626,0.001,0.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,2.8,2.1,4.9,0.184,1.0,0.4,1.4,1.1,C,25,HOU,39,39.0,32.8,6.3,9.9,0.629,0.001,0.001,0.3415,6.3,9.9,0.629,0.629,1.4,2.7,0.529,13.8,1.2,0.8,1.8,1.6,2.6,13.9,16896552,25
73,Coby White,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,0.9,0.026,-1.2,-1.6,-2.8,-0.4,SG,19,CHI,65,1.0,25.8,4.8,12.2,0.394,2.0,5.8,0.354,2.8,6.4,0.43,0.478,1.6,2.0,0.791,3.5,2.7,0.8,0.1,1.7,1.8,13.2,5307120,7
74,Cody Martin,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1.0,0.052,-3.1,1.0,-2.2,0.001,SF,24,CHO,48,3.0,18.8,1.9,4.3,0.43,0.4,1.6,0.234,1.5,2.7,0.546,0.473,0.9,1.4,0.646,3.3,2.0,0.8,0.2,0.9,1.6,5.0,1173310,36
75,Cody Zeller,18.8,0.576,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.3,1.3,3.6,0.129,0.2,-0.8,-0.6,0.5,C,27,CHO,58,39.0,23.1,4.3,8.3,0.524,0.3,1.3,0.24,4.0,7.0,0.577,0.543,2.1,3.1,0.682,7.1,1.5,0.7,0.4,1.3,2.4,11.1,14471910,4
76,Collin Sexton,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,SG,21,CLE,65,65.0,33.0,7.9,16.7,0.472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,3.1,3.0,1.0,0.1,2.4,2.2,20.8,4764960,8
77,Corey Brewer,8.7,0.47,0.25,0.75,6.7,21.0,13.6,7.7,5.9,0.001,27.3,9.6,0.001,0.1,0.001,0.064,-6.9,3.8,-3.1,0.001,SG,33,SAC,5,0.001,6.6,0.4,0.8,0.5,0.001,0.2,0.001,0.4,0.6,0.667,0.5,0.2,0.6,0.333,1.6,0.4,0.8,0.001,0.4,1.4,1.0,183115,51
78,Corey Brewer,8.7,0.47,0.25,0.75,6.7,21.0,13.6,7.7,5.9,0.001,27.3,9.6,0.001,0.1,0.001,0.064,-6.9,3.8,-3.1,0.001,SG,33,SAC,5,0.001,6.6,0.4,0.8,0.5,0.001,0.2,0.001,0.4,0.6,0.667,0.5,0.2,0.6,0.333,1.6,0.4,0.8,0.001,0.4,1.4,1.0,183115,7
79,Cory Joseph,10.1,0.517,0.386,0.17,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2.0,0.001,PG,28,SAC,72,26.0,24.4,2.4,5.7,0.415,0.8,2.2,0.352,1.6,3.5,0.455,0.483,0.8,1.0,0.857,2.6,3.5,0.7,0.3,1.1,1.8,6.4,12000000,29
80,Courtney Lee,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1,SG,34,DAL,24,9.0,14.4,1.7,3.4,0.488,0.9,2.0,0.447,0.8,1.5,0.543,0.616,0.3,0.3,0.857,1.3,0.5,0.8,0.3,0.5,1.4,4.5,12759670,22
81,Cristiano Felicio,12.8,0.671,0.037,0.426,15.0,14.1,14.6,5.7,1.2,0.5,21.9,9.1,0.7,0.3,1.0,0.126,-1.4,-1.6,-3.0,-0.1,PF,27,CHI,22,0.001,17.5,1.5,2.5,0.63,0.001,0.1,0.001,1.5,2.4,0.654,0.63,0.8,1.0,0.783,4.6,0.7,0.5,0.1,0.8,1.5,3.9,8156500,61
82,DAngelo Russell,17.6,0.553,0.521,0.261,0.8,14.5,7.4,33.1,2.0,0.8,16.4,29.5,0.2,0.3,0.5,0.064,1.8,-1.7,0.1,0.2,PG,23,MIN,12,12.0,32.7,7.3,17.6,0.412,3.2,9.2,0.345,4.1,8.4,0.485,0.502,4.0,4.6,0.873,4.6,6.6,1.4,0.3,3.8,1.8,21.7,27285000,2
83,DJ Augustin,14.0,0.554,0.436,0.393,1.6,7.8,4.6,26.8,1.2,0.1,13.7,19.1,2.0,0.9,2.9,0.098,-0.3,-1.3,-1.6,0.2,PG,32,ORL,57,13.0,24.9,3.2,8.1,0.399,1.2,3.5,0.348,2.0,4.6,0.438,0.475,2.8,3.2,0.89,2.1,4.6,0.6,0.001,1.5,1.3,10.5,7250000,9
84,DJ Wilson,8.2,0.475,0.553,0.136,3.5,20.5,12.5,9.1,0.4,1.2,12.0,18.1,-0.3,0.6,0.3,0.046,-4.1,0.1,-4.0,-0.2,PF,23,MIL,37,1.0,9.8,1.4,3.6,0.394,0.5,2.0,0.247,0.9,1.6,0.576,0.462,0.3,0.5,0.611,2.5,0.7,0.1,0.1,0.5,0.9,3.6,2961120,17
85,DaQuan Jeffries,11.2,0.586,0.45,0.15,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,0.2,0.1,0.3,0.1,-2.7,-1.1,-3.8,-0.1,SG,22,SAC,13,0.001,10.8,1.5,3.1,0.5,0.4,1.4,0.278,1.2,1.7,0.682,0.563,0.4,0.5,0.833,1.4,0.5,0.3,0.1,0.2,1.5,3.8,898310,61
86,Damian Jones,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1,C,24,ATL,55,27.0,16.1,2.2,3.2,0.68,0.001,0.2,0.222,2.2,3.1,0.704,0.685,1.1,1.5,0.738,3.7,0.6,0.5,0.7,0.5,2.7,5.6,2305057,30
87,Damian Lillard,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,PG,29,POR,66,66.0,37.5,9.5,20.4,0.463,4.1,10.2,0.401,5.4,10.2,0.524,0.563,7.0,7.8,0.888,4.3,8.0,1.1,0.3,2.9,1.7,30.0,29802321,6
88,Damion Lee,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1,SG,27,GSW,49,36.0,29.0,4.3,10.4,0.417,1.7,4.9,0.356,2.6,5.6,0.471,0.5,2.2,2.6,0.873,4.9,2.7,1.0,0.1,1.4,2.4,12.7,842327,61
89,Damyean Dotson,10.9,0.527,0.562,0.114,1.2,10.6,5.8,10.0,1.3,0.5,6.5,16.5,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.5,0.1,SG,25,NYK,48,0.001,17.4,2.5,6.0,0.414,1.2,3.4,0.362,1.3,2.6,0.48,0.516,0.5,0.7,0.667,1.9,1.2,0.5,0.1,0.4,0.9,6.7,1618520,44
90,Daniel Gafford,16.2,0.686,0.001,0.448,9.0,10.3,9.6,5.2,1.0,8.7,15.3,13.3,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,C,21,CHI,43,7.0,14.2,2.2,3.1,0.701,0.001,0.001,0.3415,2.2,3.1,0.701,0.701,0.7,1.4,0.533,2.5,0.5,0.3,1.3,0.7,2.3,5.1,898310,38
91,Daniel Theis,17.9,0.631,0.225,0.268,9.7,19.3,14.6,10.1,1.1,5.0,10.2,14.4,4.0,2.6,6.5,0.201,0.6,1.8,2.4,1.7,C,27,BOS,65,64.0,24.1,3.7,6.6,0.566,0.5,1.5,0.333,3.2,5.1,0.633,0.603,1.3,1.8,0.763,6.6,1.7,0.6,1.3,0.8,3.4,9.2,5000000,61
92,Danilo Gallinari,19.5,0.612,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,PF,31,OKC,62,62.0,29.6,5.8,13.2,0.438,2.9,7.1,0.405,2.9,6.1,0.476,0.547,4.3,4.8,0.893,5.2,1.9,0.7,0.1,1.2,1.2,18.7,22615559,6
93,Danny Green,10.8,0.552,0.69,0.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,SG,32,LAL,68,68.0,24.8,2.9,7.0,0.416,1.8,4.8,0.367,1.1,2.2,0.524,0.542,0.5,0.7,0.688,3.3,1.3,1.3,0.5,0.9,2.0,8.0,14634147,46
94,Dante Exum,11.5,0.592,0.385,0.427,2.5,12.8,7.6,11.4,1.5,1.3,15.6,14.4,0.4,0.2,0.5,0.063,-2.0,-0.4,-2.4,0.001,SG,24,UTA,11,0.001,7.5,0.9,2.1,0.435,0.2,0.5,0.333,0.7,1.5,0.471,0.478,0.2,0.2,1.0,1.1,0.6,0.1,0.2,0.9,0.7,2.2,9600000,5
95,Danuel House,11.3,0.572,0.659,0.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,0.091,-0.8,0.001,-0.7,0.6,SF,26,HOU,63,52.0,30.4,3.7,8.6,0.427,2.0,5.6,0.363,1.6,2.9,0.549,0.546,1.2,1.4,0.811,4.2,1.3,1.1,0.5,0.9,2.1,10.5,3540000,61
96,Dario Saric,14.2,0.592,0.437,0.238,6.7,21.1,13.8,10.8,1.1,0.9,12.9,17.8,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,PF,25,PHO,66,51.0,24.7,3.9,8.2,0.476,1.3,3.6,0.357,2.6,4.6,0.568,0.554,1.6,1.9,0.844,6.2,1.9,0.6,0.2,1.3,2.4,10.7,3481985,12
97,Darius Bazley,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,PF,19,OKC,61,9.0,18.5,2.0,5.2,0.394,0.8,2.3,0.348,1.2,2.9,0.432,0.472,0.7,1.0,0.694,4.0,0.7,0.4,0.7,0.7,0.9,5.6,2284800,23
98,Darius Garland,8.5,0.498,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.001,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7,PG,20,CLE,59,59.0,30.9,4.7,11.8,0.401,1.8,5.0,0.355,3.0,6.8,0.434,0.476,1.1,1.2,0.875,1.9,3.9,0.7,0.1,2.6,1.6,12.3,6400920,5
99,David Nwaba,14.0,0.627,0.394,0.38,3.2,14.0,8.7,4.3,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.138,-1.0,2.0,1.0,0.2,SF,27,BRK,20,0.001,13.4,1.9,3.6,0.521,0.6,1.4,0.429,1.3,2.2,0.581,0.606,0.9,1.4,0.667,2.3,0.4,0.6,0.6,0.4,1.6,5.2,903111,61
100,Davis Bertans,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1,PF,27,WAS,54,4.0,29.3,4.9,11.3,0.434,3.7,8.7,0.424,1.2,2.6,0.471,0.598,1.9,2.3,0.852,4.5,1.7,0.7,0.6,1.1,2.6,15.4,7000000,42
101,DeAaron Fox,20.6,0.558,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,2.6,1.4,4.0,0.118,2.3,-0.5,1.8,1.6,PG,22,SAC,51,49.0,32.0,7.7,16.0,0.48,1.1,3.6,0.292,6.6,12.4,0.535,0.513,4.7,6.7,0.705,3.8,6.8,1.5,0.5,3.1,2.8,21.1,6392760,5
102,DeAndre Bembry,9.6,0.5,0.285,0.211,4.0,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1,SG,25,ATL,43,4.0,21.3,2.4,5.3,0.456,0.3,1.5,0.231,2.1,3.8,0.546,0.489,0.6,1.1,0.542,3.5,1.9,1.3,0.4,1.4,2.0,5.8,2603981,21
103,DeAndre Hunter,8.6,0.521,0.445,0.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,0.002,-2.9,-1.8,-4.7,-1.4,SF,22,ATL,63,62.0,32.0,4.4,10.8,0.41,1.7,4.8,0.355,2.7,6.0,0.454,0.489,1.7,2.3,0.764,4.5,1.8,0.7,0.3,1.6,2.9,12.3,7068360,4
104,DeAndre Jordan,19.9,0.682,0.001,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,0.2,1.2,1.8,3.0,1.5,C,31,BRK,56,6.0,22.0,3.4,5.1,0.666,0.001,0.001,0.3415,3.4,5.1,0.666,0.666,1.5,2.2,0.68,10.0,1.9,0.3,0.9,1.3,2.0,8.3,9881598,35
105,DeAnthony Melton,13.5,0.501,0.349,0.302,4.0,15.7,9.9,20.1,3.1,1.5,15.6,19.2,0.1,1.7,1.7,0.072,-2.2,2.0,-0.2,0.5,PG,21,MEM,60,8.0,19.5,2.7,6.7,0.401,0.7,2.3,0.286,2.0,4.4,0.464,0.451,1.6,2.0,0.769,3.7,2.9,1.3,0.3,1.4,1.8,7.6,1416852,46
106,DeMar DeRozan,21.6,0.603,0.033,0.43,2.0,15.4,8.7,26.1,1.4,0.8,11.6,26.3,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,SF,30,SAS,68,68.0,34.1,8.2,15.4,0.531,0.1,0.5,0.257,8.1,14.9,0.54,0.535,5.6,6.6,0.845,5.5,5.6,1.0,0.3,2.4,2.6,22.1,27739975,9
107,DeMarre Carroll,12.8,0.578,0.541,0.595,3.3,13.0,8.1,12.2,1.8,1.7,13.0,14.3,0.2,0.2,0.4,0.114,-0.7,-0.4,-1.1,0.001,SF,33,SAS,15,0.001,9.0,0.6,1.9,0.31,0.2,0.9,0.231,0.4,1.1,0.375,0.362,0.8,1.3,0.6,2.1,0.7,0.1,0.1,0.7,1.3,2.2,512721,27
108,Dean Wade,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.2,0.001,PF,23,CLE,12,0.001,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.001,0.1,0.001,1.6,0.2,0.2,0.3,0.3,0.7,1.7,375000,61
109,Deandre Ayton,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,1.5,1.6,3.1,0.121,0.8,-0.4,0.4,0.7,C,21,PHO,38,32.0,32.5,8.2,14.9,0.546,0.1,0.3,0.231,8.1,14.6,0.553,0.548,1.8,2.3,0.753,11.5,1.9,0.7,1.5,2.1,3.1,18.2,9562920,1
110,Dejounte Murray,16.2,0.524,0.174,0.179,4.4,20.1,12.2,23.1,3.1,0.9,15.4,20.8,0.7,2.0,2.6,0.074,-0.9,1.3,0.4,1.0,PG,23,SAS,66,58.0,25.6,4.5,9.7,0.462,0.6,1.7,0.369,3.8,8.0,0.481,0.494,1.4,1.7,0.798,5.8,4.1,1.7,0.3,1.9,2.2,10.9,2321735,29
111,Delon Wright,15.4,0.554,0.309,0.243,4.7,13.8,9.4,21.0,2.6,1.2,13.8,14.4,2.6,1.8,4.4,0.134,0.001,1.8,1.9,1.5,SG,27,DAL,73,5.0,21.5,2.6,5.6,0.462,0.6,1.7,0.37,2.0,3.9,0.504,0.519,1.1,1.4,0.77,3.8,3.3,1.2,0.3,1.0,1.3,6.9,9473684,20
112,Dennis Smith,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,PG,22,NYK,34,3.0,15.8,2.1,6.2,0.341,0.5,1.6,0.296,1.6,4.6,0.357,0.379,0.8,1.6,0.509,2.3,2.9,0.8,0.2,1.7,1.9,5.5,4463640,9
113,Denzel Valentine,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.8,0.2,-0.6,0.2,SF,26,CHI,36,5.0,13.6,2.7,6.6,0.409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,2.1,1.2,0.7,0.2,0.7,1.4,6.8,3377568,14
114,Deonte Burton,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,SG,26,OKC,39,0.001,9.1,1.1,3.2,0.344,0.3,1.4,0.189,0.8,1.8,0.458,0.384,0.2,0.4,0.571,1.5,0.4,0.2,0.3,0.5,0.9,2.7,1416852,61
115,Derrick Favors,18.5,0.62,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14.0,2.6,1.6,4.2,0.162,0.7,0.3,1.0,0.9,C,28,NOP,51,49.0,24.4,4.1,6.6,0.617,0.001,0.1,0.143,4.1,6.5,0.627,0.618,0.8,1.4,0.563,9.8,1.6,0.6,0.9,1.1,2.1,9.0,17650000,3
116,Derrick Jones,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0,SF,22,MIA,59,16.0,23.3,3.1,5.9,0.527,0.6,2.2,0.28,2.5,3.7,0.677,0.58,1.6,2.1,0.772,3.9,1.1,1.0,0.6,0.5,2.2,8.5,1645357,61
117,Derrick Rose,21.0,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,PG,31,DET,50,15.0,26.0,7.4,15.1,0.49,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,2.4,5.6,0.8,0.3,2.5,1.0,18.1,7317074,1
118,Derrick Walton,8.7,0.617,0.615,0.231,0.9,5.8,3.4,13.9,1.4,0.001,10.4,8.1,0.4,0.2,0.6,0.111,-2.2,1.3,-1.0,0.1,PG,24,TOT,26,1.0,9.5,0.7,1.5,0.462,0.4,0.9,0.417,0.3,0.6,0.533,0.59,0.3,0.3,0.778,0.6,1.0,0.3,0.001,0.2,0.8,2.0,81678,61
119,Derrick White,16.4,0.593,0.391,0.382,2.3,12.1,7.2,20.0,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4,SG,25,SAS,68,20.0,24.7,3.7,8.1,0.458,1.2,3.2,0.366,2.6,4.9,0.518,0.53,2.6,3.1,0.853,3.3,3.5,0.6,0.9,1.3,2.2,11.3,1948080,29
120,Devin Booker,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,SG,23,PHO,70,70.0,35.9,9.0,18.3,0.489,2.0,5.7,0.354,6.9,12.6,0.549,0.544,6.7,7.3,0.919,4.2,6.5,0.7,0.3,3.8,3.0,26.6,27285000,13
121,Devontae Cacok,28.6,0.5,0.001,0.001,24.6,36.1,30.4,20.3,0.001,0.001,0.001,28.1,0.001,0.001,0.001,0.226,4.8,-4.6,0.2,0.001,C,23,LAL,1,0.001,9.0,3.0,6.0,0.5,0.001,0.001,0.3415,3.0,6.0,0.5,0.5,0.001,0.001,0.7735000000000001,5.0,1.0,0.001,0.001,0.001,0.001,6.0,79568,61
122,Devonte Graham,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,PG,24,CHO,63,53.0,35.1,5.8,15.3,0.382,3.5,9.3,0.373,2.4,6.0,0.397,0.495,3.0,3.7,0.82,3.4,7.5,1.0,0.2,2.9,1.8,18.2,1416852,34
123,Dewan Hernandez,12.9,0.432,0.143,0.357,19.3,33.2,26.4,16.4,1.7,0.001,15.6,29.3,0.001,0.1,0.001,0.043,-6.6,-3.0,-9.6,-0.1,C,23,TOR,6,0.001,4.7,0.8,2.3,0.357,0.2,0.3,0.5,0.7,2.0,0.333,0.393,0.5,0.8,0.6,2.3,0.5,0.2,0.001,0.5,1.0,2.3,898310,59
124,Dewayne Dedmon,11.4,0.463,0.429,0.095,6.4,31.8,18.9,4.3,2.0,5.4,10.3,17.4,-0.2,0.3,0.2,0.032,-4.6,0.1,-4.5,-0.1,C,30,SAC,34,10.0,15.9,2.0,5.0,0.404,0.4,2.1,0.197,1.6,2.9,0.55,0.444,0.7,0.8,0.821,4.9,0.4,0.4,0.8,1.4,2.7,5.1,13333334,61
125,Dillon Brooks,11.3,0.51,0.385,0.19,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,-0.4,1.6,1.2,0.027,-2.6,-1.4,-4.1,-1.1,SG,24,MEM,73,73.0,28.9,6.0,14.6,0.407,2.0,5.6,0.358,3.9,9.0,0.438,0.476,2.2,2.8,0.808,3.3,2.1,0.9,0.4,1.7,3.8,16.2,1618520,45
126,Dion Waiters,11.5,0.521,0.475,0.172,1.1,11.5,6.4,14.4,0.9,2.7,13.1,25.2,-0.1,0.2,0.1,0.03,-0.7,-0.6,-1.2,0.001,SG,28,LAL,7,0.001,23.6,4.4,10.4,0.425,1.0,4.3,0.233,3.4,6.1,0.558,0.473,2.0,2.3,0.875,1.9,2.4,0.6,0.6,1.9,2.3,11.9,375385,4
127,Domantas Sabonis,20.7,0.586,0.079,0.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,4.1,3.4,7.5,0.168,2.0,1.2,3.2,2.9,PF,23,IND,62,62.0,34.8,7.4,13.7,0.54,0.3,1.1,0.254,7.1,12.6,0.565,0.55,3.5,4.8,0.723,12.4,5.0,0.8,0.5,2.7,3.1,18.5,3529554,11
128,Donovan Mitchell,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11.0,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,SG,23,UTA,69,69.0,34.3,8.7,19.4,0.449,2.5,6.9,0.366,6.2,12.6,0.494,0.513,4.0,4.7,0.863,4.4,4.3,1.0,0.2,2.7,2.5,24.0,3635760,13
129,Donta Hall,7.3,0.452,0.001,1.5,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,0.001,0.001,0.1,0.067,-5.7,-1.3,-7.0,-0.1,PF,22,TOT,9,0.001,14.8,1.7,2.4,0.682,0.001,0.001,0.3415,1.7,2.4,0.682,0.682,1.0,2.0,0.5,4.2,0.4,0.3,0.7,0.6,2.6,4.3,101504,61
130,Donte DiVincenzo,14.1,0.557,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,1.0,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,SG,23,MIL,66,24.0,23.0,3.5,7.7,0.455,1.3,3.7,0.336,2.3,4.0,0.567,0.536,1.0,1.3,0.733,4.8,2.3,1.3,0.3,1.4,1.7,9.2,2905800,17
131,Dorian FinneySmith,12.3,0.595,0.58,0.207,7.3,12.7,10.0,7.2,1.0,1.6,10.8,12.9,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,PF,26,DAL,71,68.0,29.9,3.4,7.4,0.466,1.6,4.3,0.376,1.8,3.1,0.589,0.575,1.1,1.5,0.722,5.7,1.6,0.6,0.5,1.0,2.5,9.5,4000000,61
132,Doug McDermott,14.4,0.62,0.537,0.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0.001,0.7,PF,28,IND,69,0.001,19.9,3.9,7.9,0.488,1.9,4.3,0.435,2.0,3.7,0.549,0.605,0.7,0.8,0.828,2.5,1.1,0.2,0.1,0.6,1.7,10.3,7333333,11
133,Dragan Bender,12.1,0.534,0.479,0.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,0.001,0.1,0.1,0.027,-2.4,-1.2,-3.7,-0.1,SF,22,TOT,16,3.0,17.9,2.6,5.8,0.446,0.9,2.7,0.349,1.6,3.1,0.531,0.527,0.6,0.9,0.714,4.6,1.8,0.3,0.6,1.3,2.6,6.7,189700,4
134,Draymond Green,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044,-2.1,1.9,-0.2,0.6,PF,29,GSW,43,43.0,28.4,2.9,7.3,0.389,0.8,3.0,0.279,2.0,4.3,0.465,0.446,1.5,1.9,0.759,6.2,6.2,1.4,0.8,2.3,2.6,8.0,18539130,35
135,Drew Eubanks,17.3,0.682,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,0.5,0.3,0.8,0.134,-1.4,-0.3,-1.7,0.001,PF,22,SAS,22,3.0,12.4,2.0,3.0,0.642,0.001,0.001,1.0,1.9,3.0,0.636,0.649,0.9,1.2,0.769,3.9,0.7,0.2,0.8,1.0,1.7,4.9,79568,61
136,Duncan Robinson,13.1,0.684,0.882,0.105,0.5,11.0,6.0,7.1,0.8,0.9,8.9,16.0,3.7,1.6,5.3,0.118,1.5,-1.0,0.5,1.3,SF,25,MIA,73,68.0,29.7,4.4,9.4,0.47,3.7,8.3,0.446,0.7,1.1,0.654,0.667,0.9,1.0,0.931,3.2,1.4,0.5,0.3,1.0,2.6,13.5,1416852,61
137,Dwayne Bacon,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,SG,24,CHO,39,11.0,17.6,2.2,6.3,0.348,0.5,1.7,0.284,1.7,4.5,0.373,0.387,0.9,1.4,0.66,2.6,1.3,0.6,0.1,0.9,1.3,5.7,1618520,40
